,Objektart,MietpreisproMonat,MietpreisproMonat(exkl.NK),Nebenkosten,Wohnfläche,Zimmer,Geschoss,Baujahr,Verfügbarab,Balkon(e),Einstellplatz,Lift,Haustiereerlaubt,Kabel-TV,Kinderfreundlich,ÖV-Haltestelle,Autobahn,Kindergarten,Primarschule,Sekundarschule,Einkaufsmöglichkeit,rating,adress,publication_date,city,DateofScrapping,Aussenparkplatz,AltesGebäude,Nutzfläche,Hochparterre,Rollstuhlgängig,Neubau,Geschirrspülmaschine,Estrich,Cheminée,Toiletten,Minergie-zertifiziert,Kubatur,Raumhöhe,Mittelhaus,Wohnungen,Wasseranschluss,Swimmingpool,Möbliert,Grundstückfläche
22817966,Einzelzimmer,1490,1350,140,24,,2.Stock,,sofort,1,,,,,,50m,1000m,,,,300m,NaN,"Voltastrasse 2, 6005 Luzern",25.01.2020,luzern,26.02.2020,,,,,,,,,,1,,,,,,1,,,
22903830,Dachwohnung,2750,2500,250,80,3,3.Stock,,01.05.2020,,,,,,,,,,,,,NaN,"Reusssteg 10, 6003 Luzern",24.01.2020,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22811406,Wohnung,1980,1780,200,108,4.5,4.Stock,,01.04.2020,1,,1,,,,100m,,350m,350m,,650m,NaN,"Waldstrasse 7, 6015 Luzern",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22821204,Wohnung,1920,1680,240,101,4.5,3.Stock,1996,01.04.2020,,,,,,,,,,,,,6,"Büttenenhalde 60, 6006 Luzern",25.01.2020,luzern,26.02.2020,,,,,,,,,,,,277m³,,,,,,,
22814788,Wohnung,1440,1260,180,55,2.5,3.Stock,1993,15.03.2020,1,,1,,,,100m,800m,150m,150m,150m,100m,NaN,"Bruchstrasse 29, 6003 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22811423,Wohnung,1430,1260,170,60,3,2.Stock,,01.03.2020,1,1,,,,,,,,,,,NaN,"Elfenaustrasse 36, 6005 Luzern",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22974369,Wohnung,2200,1900,300,100,3.5,EG,,sofort,1,1,1,,,1,,,,,,,NaN,"Tribschenstrasse (nähe Manorfood), 6005 Luzern",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22812226,Wohnung,1430,,,83,3.5,,,nachVereinbarung,,,,,,,,,,,,,NaN,"Langensandstrasse, 63, 6005 Luzern",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22924324,Wohnung,990,,,,1.5,,,nachVereinbarung,,,,,,,,,,,,,NaN,6003 Luzern LU,24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22817221,Wohnung,2490,2190,300,110,4.5,3.Stock,1976,sofort,1,,1,,,,,,,,,,4,"Kreuzbuchstrasse, 6006 Luzern",24.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22804823,Wohnung,1300,,,33,1.5,6.Stock,1978,sofort,1,1,1,1,1,1,200m,,,,,500m,NaN,"Kreuzbuchrain 12, 6006 Luzern",23.01.2020,luzern,26.02.2020,1,,41,,,,,,,,,,,,,,,,
22811722,Wohnung,1500,1300,200,75,3.5,3.Stock,1961,01.05.2020,,,,1,,,100m,,,,,800m,5,"Würzenbachstr. 52, 6006 Luzern",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22806804,Attika,2127,1827,300,100,3.5,5.Stock,,sofort,1,1,1,1,1,,100m,1000m,200m,100m,100m,100m,NaN,"Ruopigenhöhe 12, 6015 Luzern",23.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22808261,Maisonette,2400,2050,350,125,5.5,4.Stock,1980,sofort,1,1,1,,1,1,300m,3000m,250m,700m,150m,600m,4,"Matthof 16, 6014 Luzern",23.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22806807,Wohnung,1440,1260,180,72,3,EG,,nachVereinbarung,1,,,,,,,,,,,,NaN,"Elfenaustrasse  42, 6005 Luzern",23.01.2020,luzern,26.02.2020,1,,,1,,,,,,,,,,,,,,,
22684901,Wohnung,680,620,60,16,1,11.Stock,2001,01.03.2020,1,,1,1,,,,,,,,,NaN,"Reusszopf 21, 6015 Luzern LU",24.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22808260,Wohnung,2340,2100,240,110,4.5,1.Stock,2016,01.07.2020,1,1,1,,,1,200m,2000m,100m,100m,500m,100m,4,"Neuhushof 9, 6014 Luzern",23.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22807817,Wohnung,1480,1200,280,77,3.5,1.Stock,1968,nachVereinbarung,,,1,1,1,,100m,,,,,100m,5,"Löwengrube 8, 6014 Luzern",23.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22555973,Wohnung,1670,1420,250,74,3,EG,1961,sofort,,,,,,,200m,3000m,150m,500m,1000m,300m,5,"Würzenbachmatte 29, 6006 Luzern",23.01.2020,luzern,26.02.2020,,,,,,,,,,,,178m³,,,,,,,
22800301,Wohnung,1990,1730,260,79,3.5,2.Stock,1976,,1,1,1,,1,1,,,,,,,4,"Schönbühlring 17, 6005 Luzern",22.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22964881,Wohnung,1700,,,,3,,,01.05.2020,1,,,,,,,,,,,,NaN,"sonnenbergstrasse 37e, 6005 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
16178827,Wohnung,1799,1549,250,85,3.5,2.Stock,1994,sofort,1,,1,,1,,50m,500m,,,,300m,5,"Taubenhausstrasse 31, 6005 Luzern",23.01.2020,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
22801374,Wohnung,755,,,,1,1.Stock,,01.04.2020,1,,1,1,,,,,,,,,NaN,"Libellenstrasse 69, 6004 Luzern LU",23.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22801395,Wohnung,1530,1290,240,60,4.5,2.Stock,,nachVereinbarung,1,1,,,1,,,,,,,,NaN,"Heiterweid 9, 6015 Luzern LU",23.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22800300,Wohnung,1780,1600,180,63,2.5,EG,,,1,1,1,,1,,,,,,,,NaN,"Hirtenhofstrasse 83, 6005 Luzern",22.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22884391,Wohnung,1950,1750,200,82,4.5,3.Stock,,sofort,1,,1,,,,,,,,,,NaN,"St. Karli-Strasse 37, 6004 Luzern",23.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22799854,Wohnung,1890,1730,160,74,3.5,EG,,nachVereinbarung,,,,,,,,,,,,,NaN,"Claridenstrasse 9, 6003 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22799872,Wohnung,1640,1450,190,,3.5,3.Stock,,nachVereinbarung,1,,,,,1,,,,,,,NaN,"Langensandstrasse 61-65, 6005 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22990039,Studio,550,450,100,16,1,Untergeschoss,1948,01.04.2020,,,,,,,,,,,,,NaN,"Friedberghalde 8, 6004 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22791064,Wohnung,1495,1300,195,71,3.5,EG,,sofort,,,1,,1,,50m,3000m,,,,500m,NaN,"Würzenbachstrasse 62, 6006 Luzern, 6006 Luzern",21.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22789682,Wohnung,1521,1241,280,81,4.5,1.Stock,,01.04.2020,,,1,,,,,,,,,,NaN,"Stollberghalde 9, 6003 Luzern",21.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22788501,Dachwohnung,2060,,,65,2.5,,,01.03.2020,,,,,,,,,,,,,NaN,"Neustadtstrasse 8, 6003 Luzern",21.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22789936,Wohnung,980,890,90,,3,EG,,sofort,,,,,,,160m,,1220m,680m,,400m,NaN,"Bernstrasse, 6003 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22791203,Wohnung,2010,1720,290,104,3.5,3.Stock,1964,01.04.2020,,,,,,,200m,4000m,1000m,600m,600m,350m,5,"Seefeldrain 3, 6006 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22789803,Wohnung,2010,1720,290,104,3.5,3.Stock,,,,,,,,,,,,,,,NaN,6006 Luzern,21.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22798722,Wohnung,1990,1770,220,,4.5,3.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Büttenenhalde 37, 6006 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22798721,Wohnung,1900,1700,200,85,3.5,5.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Büttenenhalde 37, 6006 Luzern",22.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22789937,Wohnung,1600,1420,180,,3,3.Stock,,sofort,,,,1,,1,300m,1000m,1230m,680m,,430m,NaN,"Bernstrasse 40, 6003 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22789729,Wohnung,1300,1175,125,40,2.5,4.Stock,,sofort,,,,,,,10m,,,,,,NaN,"Bernstrasse 7, 6003 Luzern",21.01.2020,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22779913,Wohnung,2180,2000,180,65,2.5,4.Stock,2015,31.03.2020,,,1,,,,100m,250m,150m,150m,150m,10m,3,"Weggisgasse 12, 6004 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22785097,Wohnung,2850,2600,250,115,4.5,2.Stock,,01.07.2020,1,1,1,,1,1,200m,,,,,500m,NaN,"Schädrütihalde 20, 6006 Luzern",,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
22979555,Wohnung,1100,930,170,45,2,3.Stock,1963,01.04.2020,,,,1,,,,,,,,,5,"Hochhüsliweid 6, 6006 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22779671,Attika,2180,2000,180,62,2.5,4.Stock,2015,31.03.2020,,,1,,1,,100m,,150m,150m,150m,10m,3,"Weggisgasse  12, 6004 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22905871,Wohnung,2630,2350,280,93,3.5,1.Stock,1965,01.04.2020,,,,,,,,,,,,,3,"Brunnhalde 14, 6006 Luzern",21.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22783738,Wohnung,1690,1500,190,60,3,2.Stock,,01.04.2020,1,,,,1,,,,,,,,NaN,"Mozartstrasse 1, 6004 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22779722,Wohnung,1850,1650,200,,3.5,1.Stock,,01.04.2020,1,,1,,,,,,,,,,NaN,"Bruchstrasse  57, 6003 Luzern",20.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22790071,Wohnung,1980,1700,280,,4.5,2.Stock,,01.05.2020,,,,,,,,,,,,,NaN,"Würzenbachstrasse 23, 6006 Luzern",21.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22782642,Wohnung,1390,1190,200,52,2.5,4.Stock,,01.04.2020,1,,1,,,,,,,,,,NaN,"Bruchstrasse 24, 6003 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22905869,Wohnung,1248,1078,170,56,2.5,5.Stock,1974,01.03.2020,1,,1,,,,100m,,500m,2000m,2000m,2000m,5,"Büttenenstrasse 18, 6006 Luzern",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22777066,Wohnung,720,650,70,17,1,3.Stock,,16.03.2020,1,,,,,,,,,,,,NaN,"17², Wesemlinstrasse, 1, 6006 Luzern LU",20.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22832920,Wohnung,1750,,,,2.5,,,nachVereinbarung,,,,,,,,,,,,,NaN,6005 Luzern LU,16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22765562,Wohnung,2240,1970,270,66,2.5,3.Stock,,nachVereinbarung,,,1,,,,,,,,,,NaN,"Kramgasse 7, 6004 Luzern",16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22766476,Wohnung,1540,1300,240,80,4.5,2.Stock,1949,01.03.2020,1,,,,1,,,,,,,,6,"Elfenaustrasse 22, 6005 Luzern",17.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22761622,Wohnung,1490,1270,220,80,4,3.Stock,1960,nachVereinbarung,1,,,,,,,,,,,,5,"Mattweg 17, 6014 Luzern",16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22534230,Wohnung,1710,1420,290,89,4.5,4.Stock,1978,01.03.2020,1,1,1,1,1,1,200m,,200m,500m,1500m,1000m,5,"Längweiherstr. 16, 6014 Luzern",17.01.2020,luzern,26.02.2020,1,1,,,,,,,,,,,,,,,,,
22766496,Wohnung,1640,1420,220,,4,8.Stock,,sofort,1,,1,,1,1,300m,1000m,,,,400m,NaN,"Fluhmühlerain 2, 6015 Luzern",17.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22766495,Wohnung,1450,1270,180,,3,8.Stock,,sofort,1,,1,,1,1,300m,1000m,,,,400m,NaN,"Fluhmühlerain 2, 6015 Luzern",17.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22501462,Wohnung,1495,1250,245,,4.5,2.Stock,1955,16.04.2020,1,,,,1,,500m,1000m,,,,500m,NaN,"Heiterweid 15, 6015 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22757450,Wohnung,1690,1540,150,63,3.5,EG,,01.04.2020,1,,,,1,,100m,,940m,880m,920m,440m,NaN,"Auf Weinbergli 6, 6005 Luzern",16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22757021,Wohnung,1760,1580,180,80,3.5,6.Stock,,nachVereinbarung,1,1,1,,,,800m,2500m,,,,500m,NaN,"Eichenstrasse 10, 6015 Luzern",16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22748486,Wohnung,651,638,13,14,1,2.Stock,2013,sofort,,,,,,,,,,,,,NaN,"Sagenmattstrasse, 6003 Luzern LU",15.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22758962,Wohnung,1590,1380,210,57,3,EG,1951,01.04.2020,,,,1,1,,150m,,400m,600m,600m,800m,4,"Geissmattstrasse 60, 6004 Luzern",16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22759291,Wohnung,1420,1250,170,57,3,3.Stock,,01.04.2020,1,,,,1,,150m,3000m,,,,200m,NaN,"Imfangring 26, 6005 Luzern",16.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22755842,Wohnung,2310,,,,3.5,,,nachVereinbarung,,,,,,,,,,,,,NaN,6005 Luzern LU,16.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22749234,Wohnung,1730,1490,240,74,4,3.Stock,1956,30.03.2020,1,,,,1,,,,,,,,4,"Hochrütistrasse 14, 6005 Luzern",15.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22983787,Loft,1790,1340,450,140,2,1.Stock,,nachVereinbarung,,,,,,,,,,,,,NaN,6014 Luzern,15.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22749110,Wohnung,1650,1450,200,60,3,2.Stock,1956,30.03.2020,1,,,,1,,,,,,,,4,"Hochrütistrasse 14, 6005 Luzern",15.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22754218,Wohnung,2470,2260,210,118,4.5,3.Stock,,sofort,,,,,,,,,,,,,NaN,"Fluhmattstrasse 58, 6004 Luzern",15.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22754846,Wohnung,2200,1920,280,108,4.5,3.Stock,,01.04.2020,1,1,1,,,,,,,,,,NaN,"Rothenpark 3, 6015 Luzern",16.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22992951,Wohnung,1500,,,,3.5,,,nachVereinbarung,,,,,,,,,,,,,NaN,6003 Luzern LU,14.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22730202,Einzelzimmer,1020,,,45,2,,,01.04.2020,,,,,,,,,,,,,NaN,"Schönbühlring 15, 6005 Luzern",12.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22734638,Dachwohnung,1795,1610,185,70,3.5,3.Stock,,01.04.2020,1,,1,,1,,200m,,,400m,400m,200m,NaN,"Löwengrube 5, 6014 Luzern",13.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22734608,Wohnung,1580,1400,180,70,3.5,4.Stock,,nachVereinbarung,1,,,1,,,10m,1500m,,,,10m,NaN,"Urnerhofweg 4, 6004 Luzern",13.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22747520,Wohnung,2070,1850,220,100,4,1.Stock,,01.04.2020,1,,,,1,1,,,,,,,NaN,"Luegetenstrasse 17, 6004 Luzern",,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22738290,Wohnung,1890,1690,200,92,4.5,2.Stock,,01.04.2020,1,,,,1,1,150m,2000m,,,,800m,NaN,"Tribschenstrasse 74, 6005 Luzern",13.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22746423,Wohnung,950,900,50,54,1,1.Stock,2012,sofort,1,,,,,,,,,,,,NaN,"Bodenhofstrasse 15, 6005 Luzern LU",14.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22917881,Wohnung,1500,1350,150,58,2.5,EG,,,,,1,1,1,,200m,1000m,540m,720m,,180m,NaN,"Birkenstrasse 2, 6003 Luzern",14.01.2020,luzern,26.02.2020,,,58,,,,,,,,,,,,,,,,
22746958,Wohnung,1200,1050,150,33,2,2.Stock,,01.04.2020,,,,,,,,,,,,,NaN,"Landschaustrasse 46, 6006 Luzern",14.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22751788,Wohnung,2560,2300,260,110,4.5,3.Stock,,01.04.2020,1,,1,,1,1,300m,,,,,,NaN,"Unterlöchlistrasse 3, 6006 Luzern",14.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22728166,Wohnung,2310,2000,310,123,4.5,1.Stock,2018,nachVereinbarung,1,1,1,1,1,1,20m,,650m,610m,,20m,5,"Grossmatte 2A-I, 6014 Luzern",,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22726392,Wohnung,2725,2400,325,121,4.5,1.Stock,2003,nachVereinbarung,,,,,,,100m,4000m,2000m,1000m,1000m,1000m,5,"Schlösslihalde 25, 6006 Luzern",10.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22728144,Wohnung,1610,1460,150,56,2.5,3.Stock,2019,nachVereinbarung,,,,,,,,,,,,,5,"Wesemlinstrasse 4, 6006 Luzern",11.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22728272,Wohnung,1990,,,83,3.5,,,01.04.2020,,,,,,,,,,,,,NaN,"Sternenplatz 7, 6004 Luzern",10.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22726604,Wohnung,3180,2900,280,148,5.5,4.Stock,2003,01.07.2020,1,1,1,,1,1,100m,,,,,400m,5,"Schädrütihalde 18, 6006 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22724215,Wohnung,5800,5300,500,150,4.5,3.Stock,2018,01.04.2020,1,1,1,,,,250m,,,,,,NaN,"Rigistrasse 26, 6006 Luzern",10.01.2020,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22728146,Wohnung,1820,1630,190,71,2.5,3.Stock,2019,01.04.2020,,,,,,,,,,,,,5,"Wesemlinstrasse 2, 6006 Luzern",11.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22720354,Wohnung,1560,,,60,2,4.Stock,,01.03.2020,1,,,,,,1m,,,,,5m,NaN,"Taubenhausstrasse 6, 6005 Luzern",10.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22723969,Wohnung,2725,2400,325,121,4.5,1.Stock,,,,,,,,,,,,,,,NaN,6006 Luzern,10.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22725499,Wohnung,1410,1270,140,49,2.5,4.Stock,1970,01.04.2020,1,1,1,,1,,500m,,,,,1500m,4,"Kreuzbuchrain 10, 6006 Luzern",26.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22720578,Wohnung,1690,1410,280,80,4.5,3.Stock,,01.04.2020,,,,,,,50m,,800m,800m,800m,200m,NaN,"Sagenmattstrasse 26, 6003 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22716639,Wohnung,1500,1380,120,60,3,2.Stock,,01.04.2020,1,,1,,,,5m,,,,,,NaN,"Maihofstrasse 71, 6006 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22720601,Wohnung,1460,1200,260,70,3.5,1.Stock,,01.04.2020,,,,,,,50m,,800m,800m,800m,200m,NaN,"Sagenmattstrasse 26, 6003 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22712964,Wohnung,1790,1600,190,70,3.5,4.Stock,,,1,1,,,1,,,,,,,,NaN,"Hirtenhofstrasse 16, 6005 Luzern",09.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22716530,Wohnung,1310,1200,110,57,2,EG,,01.04.2020,,1,,,,,,,,,,,NaN,"An der Kleinen Emme 3, 6014 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22714218,Wohnung,1500,,,,2,,,nachVereinbarung,,,,,,,,,,,,,NaN,6000 Luzern LU,09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22712966,Wohnung,2080,1950,130,86,2.5,4.Stock,2016,,1,1,1,,1,,700m,2000m,,400m,,400m,5,"Zihlmattweg 19, 6005 Luzern",09.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22734003,Wohnung,1629,1409,220,,3,2.Stock,,01.04.2020,1,1,,,1,,190m,,710m,460m,720m,360m,NaN,"Rankhofstrasse 10, 6006 Luzern",09.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22712969,Wohnung,2550,2290,260,93,3.5,3.Stock,1993,,1,,1,,1,1,,,,,,,3,"Oberseeburghöhe 10, 6006 Luzern",09.01.2020,luzern,26.02.2020,,,93,,,,,,1,,,,,,,,,,
22720288,Wohnung,1995,,,72,3,1.Stock,1437,01.03.2020,,,,,1,,100m,,,,,100m,NaN,"Sternenplatz  7, 6004 Luzern",10.01.2020,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22712651,Wohnung,1920,1770,150,91,4.5,4.Stock,,01.04.2020,1,,1,,,,50m,4000m,,,,,NaN,"Rank 1, 6006 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22917886,Wohnung,1380,,,,3,Untergeschoss,,01.04.2020,1,,1,,1,,200m,,1200m,1200m,,1000m,NaN,"Würzenbachstrasse 61, 6006 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22180776,Wohnung,1650,1470,180,63,3,1.Stock,1956,01.03.2020,1,,1,,1,,100m,1000m,200m,200m,,500m,4,"Voltastrasse 20, 6005 Luzern",09.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22704012,Wohnung,1560,,,,4,,,nachVereinbarung,,,,,,,,,,,,,NaN,6005 Luzern LU,08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22704011,Wohnung,1270,,,17,1,3.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Kasimir-Pfyffer-Strasse 20, 6003 Luzern LU",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22708043,Wohnung,1950,1750,200,84,3.5,2.Stock,2008,01.04.2020,1,1,1,,1,1,100m,2000m,50m,50m,500m,300m,4,"Cheerstrasse 6, 6014 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22712647,Attika,3480,3000,480,180,5.5,,1984,01.04.2020,1,1,1,1,,,,,,,,,5,"Zyböriweg 1, 6004 Luzern",09.01.2020,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22703451,Wohnung,2970,2750,220,119,4.5,1.Stock,2014,01.05.2020,,,,,,,,,,,,,5,"Schönbühlring 20, 6005 Luzern",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
19417510,Dachwohnung,1750,1500,250,75,2.5,4.Stock,,sofort,,,,1,,,,,,,,,NaN,"Grimselweg 4, 6005 Luzern",08.01.2020,luzern,26.02.2020,,1,,,,,,,1,,,,,,,,,,
22706370,Studio,2350,2200,150,49,2,5.Stock,,nachVereinbarung,1,,1,,1,,100m,,500m,500m,300m,500m,NaN,"Abendweg 1, 6006 Luzern",,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22706706,Wohnung,1190,1020,170,,2,4.Stock,,01.04.2020,1,1,1,,1,,,,,100m,100m,20m,NaN,"Bernstrasse 77, 6003 Luzern",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,1,,
22903051,Wohnung,1927,1777,150,73,2.5,5.Stock,,01.05.2020,1,,1,,,,,,,,,,NaN,"Ulmenstrasse 14, 6003 Luzern",05.01.2020,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22956129,Wohnung,1387,1180,207,74,3.5,EG,1960,,1,,,,,,150m,4000m,150m,1000m,1000m,200m,NaN,"Mattweg 15, 6014 Luzern",06.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22704888,Wohnung,2970,2750,220,131,4.5,1.Stock,2014,01.05.2020,,,,,,,,,,,,,5,"Schönbühlring 20, 6005 Luzern",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,5,,,,
22688425,Wohnung,1535,1350,185,68,2.5,EG,1975,,1,,,,1,,200m,,,,,500m,5,"Luegetenstrasse 13, 6004 Luzern",06.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22699967,Wohnung,1640,1390,250,87,3.5,EG,1982,,1,1,1,,1,1,300m,3000m,200m,700m,300m,150m,5,"Matthof 32, 6014 Luzern",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22697635,Wohnung,1870,,,78,3.5,1.Stock,,15.03.2020,1,,,,1,,200m,2000m,200m,200m,,200m,NaN,"Hochrütistrasse  34, 6005 Luzern",07.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22866870,Wohnung,630,,,,1,,,nachVereinbarung,,,,,,,,,,,,,NaN,6003 Luzern LU,06.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22692124,Wohnung,1550,1400,150,56,2.5,3.Stock,,,1,,1,,1,,200m,,,,,50m,NaN,"Bleicherstrasse 25, 6003 Luzern",06.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22703976,Wohnung,1600,1420,180,87,3,1.Stock,1967,01.04.2020,,,1,,,,60m,,110m,300m,300m,500m,6,"Berglistrasse 38, 6003 Luzern",08.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
